"oyster_identity","Crab_treatment","Date","hour","avg_gape","oyster_number_ID","rounded_gape"
"oyster.14_gape","tactile",2023-09-20,11,0.582820512820513,14,0.6
"oyster.14_gape","tactile",2023-09-20,12,0.837863247863248,14,0.8
"oyster.14_gape","tactile",2023-09-20,13,0.881196581196581,14,0.9
"oyster.14_gape","tactile",2023-09-20,14,0.881914072549524,14,0.9
"oyster.14_gape","tactile",2023-09-20,15,0.859059829059829,14,0.9
"oyster.14_gape","tactile",2023-09-20,16,0.858717948717949,14,0.9
"oyster.14_gape","tactile",2023-09-20,17,0.782816014394962,14,0.8
"oyster.14_gape","tactile",2023-09-20,18,0.83651282051282,14,0.8
"oyster.14_gape","tactile",2023-09-20,19,0.762136752136752,14,0.8
"oyster.14_gape","tactile",2023-09-20,20,0.827521367521368,14,0.8
"oyster.14_gape","tactile",2023-09-20,21,0.856787582540091,14,0.9
"oyster.14_gape","tactile",2023-09-20,22,0.854188034188034,14,0.9
"oyster.14_gape","tactile",2023-09-20,23,0.815982905982906,14,0.8
"oyster.14_gape","tactile",2023-09-21,0,0.892631578947368,14,0.9
"oyster.14_gape","tactile",2023-09-21,1,0.938919204365429,14,0.9
"oyster.14_gape","tactile",2023-09-21,2,0.882982456140351,14,0.9
"oyster.14_gape","tactile",2023-09-21,3,0.887982456140351,14,0.9
"oyster.14_gape","tactile",2023-09-21,4,0.428245614035088,14,0.4
"oyster.14_gape","tactile",2023-09-21,5,0.0238514346065833,14,0
"oyster.14_gape","tactile",2023-09-21,6,0.308508771929825,14,0.3
"oyster.14_gape","tactile",2023-09-21,7,0.924385964912281,14,0.9
"oyster.14_gape","tactile",2023-09-21,8,0.904736842105263,14,0.9
"oyster.14_gape","tactile",2023-09-21,9,0.938391128322478,14,0.9
"oyster.14_gape","tactile",2023-09-21,10,0.38280701754386,14,0.4
"oyster.14_gape","tactile",2023-09-21,11,0.0795244690674053,14,0.1
"oyster.14_gape","tactile",2023-09-21,12,0.891898864809082,14,0.9
"oyster.14_gape","tactile",2023-09-21,13,0.635789473684211,14,0.6
"oyster.14_gape","tactile",2023-09-21,14,0.739298245614035,14,0.7
"oyster.14_gape","tactile",2023-09-21,15,0.817982456140351,14,0.8
"oyster.14_gape","tactile",2023-09-21,16,0.861116000704101,14,0.9
"oyster.14_gape","tactile",2023-09-21,17,0.819473684210526,14,0.8
"oyster.14_gape","tactile",2023-09-21,18,0.884298245614035,14,0.9
"oyster.14_gape","tactile",2023-09-21,19,0.741066713606759,14,0.7
"oyster.14_gape","tactile",2023-09-21,20,0.78219298245614,14,0.8
"oyster.14_gape","tactile",2023-09-21,21,0.234649122807018,14,0.2
"oyster.14_gape","tactile",2023-09-21,22,0.24,14,0.2
"oyster.14_gape","tactile",2023-09-21,23,0.783840873085724,14,0.8
"oyster.14_gape","tactile",2023-09-22,0,0.838703703703704,14,0.8
"oyster.14_gape","tactile",2023-09-22,1,0.830185185185185,14,0.8
"oyster.14_gape","tactile",2023-09-22,2,0.85462962962963,14,0.9
"oyster.14_gape","tactile",2023-09-22,3,0.89836492010405,14,0.9
"oyster.14_gape","tactile",2023-09-22,4,0.888055555555555,14,0.9
"oyster.14_gape","tactile",2023-09-22,5,0.905092592592593,14,0.9
"oyster.14_gape","tactile",2023-09-22,6,0.936018518518518,14,0.9
"oyster.14_gape","tactile",2023-09-22,7,0.911928651059086,14,0.9
"oyster.14_gape","tactile",2023-09-22,8,0.869444444444444,14,0.9
"oyster.14_gape","tactile",2023-09-22,9,0.429259259259259,14,0.4
"oyster.14_gape","tactile",2023-09-22,10,0.0185804533630621,14,0
"oyster.14_gape","tactile",2023-09-22,11,0.0190740740740741,14,0
"oyster.14_gape","tactile",2023-09-22,12,0.813981481481482,14,0.8
"oyster.14_gape","tactile",2023-09-22,13,0.844537037037037,14,0.8
"oyster.14_gape","tactile",2023-09-22,14,0.856558900037161,14,0.9
"oyster.14_gape","tactile",2023-09-22,15,0.940740740740741,14,0.9
"oyster.14_gape","tactile",2023-09-22,16,0.975925925925926,14,1
"oyster.14_gape","tactile",2023-09-22,17,0.935024154589372,14,0.9
"oyster.14_gape","tactile",2023-09-22,18,0.902452619843924,14,0.9
"oyster.14_gape","tactile",2023-09-22,19,0.921759259259259,14,0.9
"oyster.14_gape","tactile",2023-09-22,20,0.915925925925926,14,0.9
"oyster.14_gape","tactile",2023-09-22,21,0.873467112597547,14,0.9
"oyster.14_gape","tactile",2023-09-22,22,0.456481481481481,14,0.5
"oyster.14_gape","tactile",2023-09-22,23,0.0239814814814815,14,0
"oyster.14_gape","tactile",2023-09-23,0,0.68063063063063,14,0.7
"oyster.14_gape","tactile",2023-09-23,1,0.853746723311941,14,0.9
"oyster.14_gape","tactile",2023-09-23,2,0.872432432432432,14,0.9
"oyster.14_gape","tactile",2023-09-23,3,0.894054054054054,14,0.9
"oyster.14_gape","tactile",2023-09-23,4,0.922252252252252,14,0.9
"oyster.14_gape","tactile",2023-09-23,5,0.926602187471753,14,0.9
"oyster.14_gape","tactile",2023-09-23,6,0.94990990990991,14,0.9
"oyster.14_gape","tactile",2023-09-23,7,0.942972972972973,14,0.9
"oyster.14_gape","tactile",2023-09-23,8,0.951171171171171,14,1
"oyster.14_gape","tactile",2023-09-23,9,0.910964476181867,14,0.9
"oyster.14_gape","tactile",2023-09-23,10,0.253243243243243,14,0.3
"oyster.14_gape","tactile",2023-09-23,11,0.506846846846847,14,0.5
"oyster.14_gape","tactile",2023-09-23,12,0.80102324546769,14,0.8
"oyster.14_gape","tactile",2023-09-23,13,0.0791828617915574,14,0.1
"oyster.14_gape","tactile",2023-09-23,14,0.59009009009009,14,0.6
"oyster.14_gape","tactile",2023-09-23,15,0.905225225225225,14,0.9
"oyster.14_gape","tactile",2023-09-23,16,0.951081081081081,14,1
"oyster.14_gape","tactile",2023-09-23,17,0.935822109735153,14,0.9
"oyster.14_gape","tactile",2023-09-23,18,0.964414414414414,14,1
"oyster.14_gape","tactile",2023-09-23,19,0.935423973591913,14,0.9
"oyster.14_gape","tactile",2023-09-24,17,0.605526315789474,14,0.6
"oyster.14_gape","tactile",2023-09-24,18,0.693333333333333,14,0.7
"oyster.14_gape","tactile",2023-09-24,19,0.847333333333333,14,0.8
"oyster.14_gape","tactile",2023-09-24,20,0.945833333333333,14,0.9
"oyster.14_gape","tactile",2023-09-24,21,0.927759197324415,14,0.9
"oyster.14_gape","tactile",2023-09-24,22,0.905333333333333,14,0.9
"oyster.14_gape","tactile",2023-09-24,23,0.764166666666667,14,0.8
"oyster.14_gape","tactile",2023-09-25,0,0.125980392156863,14,0.1
"oyster.14_gape","tactile",2023-09-25,1,0.0301987015542003,14,0
"oyster.14_gape","tactile",2023-09-25,2,0.0303921568627451,14,0
"oyster.14_gape","tactile",2023-09-25,3,0.0307843137254902,14,0
"oyster.14_gape","tactile",2023-09-25,4,0.0313725490196078,14,0
"oyster.14_gape","tactile",2023-09-25,5,0.23854023214637,14,0.2
"oyster.14_gape","tactile",2023-09-25,6,0.787745098039216,14,0.8
"oyster.14_gape","tactile",2023-09-25,7,0.145980392156863,14,0.1
"oyster.14_gape","tactile",2023-09-25,8,0.147058823529412,14,0.1
"oyster.14_gape","tactile",2023-09-25,9,0.364745229195358,14,0.4
"oyster.14_gape","tactile",2023-09-25,10,0.900980392156863,14,0.9
"oyster.14_gape","tactile",2023-09-25,11,0.248333333333333,14,0.2
"oyster.14_gape","tactile",2023-09-25,12,0.173921568627451,14,0.2
"oyster.14_gape","tactile",2023-09-25,13,0.173716309266181,14,0.2
"oyster.14_gape","tactile",2023-09-25,14,0.172058823529412,14,0.2
"oyster.14_gape","tactile",2023-09-25,15,0.17156862745098,14,0.2
"oyster.14_gape","tactile",2023-09-25,16,0.172405547584888,14,0.2
"oyster.14_gape","tactile",2023-09-25,17,0.886071670047329,14,0.9
"oyster.14_gape","tactile",2023-09-25,18,0.892058823529412,14,0.9
"oyster.14_gape","tactile",2023-09-25,19,0.873039215686275,14,0.9
"oyster.14_gape","tactile",2023-09-25,20,0.923725490196078,14,0.9
"oyster.14_gape","tactile",2023-09-25,21,0.963505803659256,14,1
"oyster.14_gape","tactile",2023-09-25,22,0.957156862745098,14,1
"oyster.14_gape","tactile",2023-09-25,23,0.944901960784314,14,0.9
"oyster.14_gape","tactile",2023-09-26,0,0.787843137254902,14,0.8
"oyster.14_gape","tactile",2023-09-26,1,0.781920125909896,14,0.8
"oyster.14_gape","tactile",2023-09-26,2,0.0611764705882353,14,0.1
"oyster.14_gape","tactile",2023-09-26,3,0.0607843137254902,14,0.1
"oyster.14_gape","tactile",2023-09-26,4,0.0602941176470588,14,0.1
"oyster.14_gape","tactile",2023-09-26,5,0.0597088333661224,14,0.1
"oyster.14_gape","tactile",2023-09-26,6,0.0603921568627451,14,0.1
"oyster.14_gape","tactile",2023-09-26,7,0.0599019607843137,14,0.1
"oyster.14_gape","tactile",2023-09-26,8,0.0608823529411765,14,0.1
"oyster.14_gape","tactile",2023-09-26,9,0.254672437536888,14,0.3
"oyster.14_gape","tactile",2023-09-26,10,0.888823529411765,14,0.9
"oyster.14_gape","tactile",2023-09-26,11,0.850392156862745,14,0.9
"oyster.14_gape","tactile",2023-09-26,12,0.090202636238442,14,0.1
"oyster.14_gape","tactile",2023-09-26,13,0.624411764705883,14,0.6
"oyster.14_gape","tactile",2023-09-26,14,0.937843137254902,14,0.9
"oyster.14_gape","tactile",2023-09-26,15,0.90656862745098,14,0.9
"oyster.14_gape","tactile",2023-09-26,16,0.904485540035412,14,0.9
"oyster.14_gape","tactile",2023-09-26,17,0.843725490196078,14,0.8
"oyster.14_gape","tactile",2023-09-26,18,0.145253769377787,14,0.1
"oyster.14_gape","tactile",2023-09-26,19,0.195560488346282,14,0.2
"oyster.14_gape","tactile",2023-09-26,20,0.922683454652764,14,0.9
"oyster.14_gape","tactile",2023-09-26,21,0.840980392156863,14,0.8
"oyster.14_gape","tactile",2023-09-26,22,0.873725490196078,14,0.9
"oyster.14_gape","tactile",2023-09-26,23,0.841372549019608,14,0.8
"oyster.14_gape","tactile",2023-09-27,0,0.953988040944563,14,1
"oyster.14_gape","tactile",2023-09-27,1,0.801818181818182,14,0.8
"oyster.14_gape","tactile",2023-09-27,2,0.0716161616161616,14,0.1
"oyster.14_gape","tactile",2023-09-27,3,0.0725252525252525,14,0.1
"oyster.14_gape","tactile",2023-09-27,4,0.0737812911725955,14,0.1
"oyster.14_gape","tactile",2023-09-27,5,0.0707070707070707,14,0.1
"oyster.14_gape","tactile",2023-09-27,6,0.0695959595959596,14,0.1
"oyster.14_gape","tactile",2023-09-27,7,0.0696969696969697,14,0.1
"oyster.14_gape","tactile",2023-09-27,8,0.0675990675990676,14,0.1
"oyster.14_gape","tactile",2023-09-27,9,0.0847856806406029,14,0.1
"oyster.14_gape","tactile",2023-09-27,10,0.836204146730463,14,0.8
"oyster.14_gape","tactile",2023-09-27,11,0.892727272727273,14,0.9
"oyster.14_gape","tactile",2023-09-27,12,0.89561163474207,14,0.9
"oyster.14_gape","tactile",2023-09-27,13,0.957474747474747,14,1
"oyster.14_gape","tactile",2023-09-27,14,0.967070707070707,14,1
"oyster.14_gape","tactile",2023-09-27,15,0.925454545454546,14,0.9
"oyster.14_gape","tactile",2023-09-27,16,0.172392824566738,14,0.2
"oyster.14_gape","tactile",2023-09-27,17,0.0326262626262626,14,0
"oyster.14_gape","tactile",2023-09-27,18,0.208380097268986,14,0.2
"oyster.14_gape","tactile",2023-09-27,19,0.891659065572109,14,0.9
"oyster.14_gape","tactile",2023-09-27,20,0.954141414141414,14,1
"oyster.14_gape","tactile",2023-09-27,21,0.937474747474747,14,0.9
"oyster.14_gape","tactile",2023-09-27,22,0.884949494949495,14,0.9
"oyster.14_gape","tactile",2023-09-27,23,0.918313570487484,14,0.9
"oyster.14_gape","tactile",2023-09-28,0,0.494893617021277,14,0.5
"oyster.14_gape","tactile",2023-09-28,1,0.533404255319149,14,0.5
"oyster.14_gape","tactile",2023-09-28,2,0.532340425531915,14,0.5
"oyster.14_gape","tactile",2023-09-28,3,0.541379064968334,14,0.5
"oyster.14_gape","tactile",2023-09-28,4,0.542836879432624,14,0.5
"oyster.14_gape","tactile",2023-09-28,5,0.523900709219858,14,0.5
"oyster.14_gape","tactile",2023-09-28,6,0.530567375886525,14,0.5
"oyster.14_gape","tactile",2023-09-28,7,0.536824877250409,14,0.5
"oyster.14_gape","tactile",2023-09-28,8,0.515886524822695,14,0.5
"oyster.14_gape","tactile",2023-09-28,9,0.46886524822695,14,0.5
"oyster.14_gape","tactile",2023-09-28,10,0.522532047046386,14,0.5
"oyster.14_gape","tactile",2023-09-28,12,0.839203259393391,14,0.8
"oyster.14_gape","tactile",2023-09-28,13,0.854609929078014,14,0.9
"oyster.14_gape","tactile",2023-09-28,14,0.919432624113475,14,0.9
"oyster.14_gape","tactile",2023-09-28,15,0.847434711449513,14,0.8
"oyster.14_gape","tactile",2023-09-28,16,0.877872340425532,14,0.9
"oyster.14_gape","tactile",2023-09-28,17,0.850141843971631,14,0.9
"oyster.14_gape","tactile",2023-09-28,18,0.58350530135914,14,0.6
"oyster.14_gape","tactile",2023-09-28,19,0.549148936170213,14,0.5
"oyster.14_gape","tactile",2023-09-28,20,0.526808510638298,14,0.5
"oyster.14_gape","tactile",2023-09-28,21,0.535106382978723,14,0.5
"oyster.14_gape","tactile",2023-09-28,22,0.483099694015513,14,0.5
"oyster.14_gape","tactile",2023-09-28,23,0.465602836879433,14,0.5
"oyster.14_gape","tactile",2023-09-29,0,0.798484848484848,14,0.8
"oyster.14_gape","tactile",2023-09-29,1,0.856464646464646,14,0.9
"oyster.14_gape","tactile",2023-09-29,2,0.754738015607581,14,0.8
"oyster.14_gape","tactile",2023-09-29,3,0.222525252525252,14,0.2
"oyster.14_gape","tactile",2023-09-29,4,0.0505050505050505,14,0.1
"oyster.14_gape","tactile",2023-09-29,5,0.286868686868687,14,0.3
"oyster.14_gape","tactile",2023-09-29,6,0.613154960981048,14,0.6
"oyster.14_gape","tactile",2023-09-29,7,0.0214141414141414,14,0
"oyster.14_gape","tactile",2023-09-29,8,0.0229292929292929,14,0
"oyster.14_gape","tactile",2023-09-29,9,0.0913131313131313,14,0.1
"oyster.14_gape","tactile",2023-09-29,10,0.808585858585859,14,0.8
"oyster.14_gape","tactile",2023-09-29,11,0.34052903618121,14,0.3
"oyster.14_gape","tactile",2023-09-29,12,0.793939393939394,14,0.8
"oyster.14_gape","tactile",2023-09-29,13,0.766117551352451,14,0.8
"oyster.14_gape","tactile",2023-09-29,14,0.760881542699725,14,0.8
"oyster.14_gape","tactile",2023-09-29,15,0.846161616161616,14,0.8
"oyster.14_gape","tactile",2023-09-29,16,0.841212121212121,14,0.8
"oyster.14_gape","tactile",2023-09-29,17,0.875151515151515,14,0.9
"oyster.14_gape","tactile",2023-09-29,18,0.939799331103679,14,0.9
"oyster.14_gape","tactile",2023-09-29,19,0.876969696969697,14,0.9
"oyster.14_gape","tactile",2023-09-29,20,0.898888888888889,14,0.9
"oyster.14_gape","tactile",2023-09-29,21,0.932222222222222,14,0.9
"oyster.14_gape","tactile",2023-09-29,22,0.930982061416844,14,0.9
"oyster.14_gape","tactile",2023-09-29,23,0.94939393939394,14,0.9
"oyster.14_gape","tactile",2023-09-30,0,0.933939393939394,14,0.9
"oyster.14_gape","tactile",2023-09-30,1,0.829191919191919,14,0.8
"oyster.14_gape","tactile",2023-09-30,2,0.890037498733151,14,0.9
"oyster.14_gape","tactile",2023-09-30,3,0.908484848484848,14,0.9
"oyster.14_gape","tactile",2023-09-30,4,0.942727272727273,14,0.9
"oyster.14_gape","tactile",2023-09-30,5,0.94010101010101,14,0.9
"oyster.14_gape","tactile",2023-09-30,6,0.797608188912537,14,0.8
"oyster.14_gape","tactile",2023-09-30,7,0.032020202020202,14,0
"oyster.14_gape","tactile",2023-09-30,8,0.0324242424242424,14,0
"oyster.14_gape","tactile",2023-09-30,9,0.0335353535353535,14,0
"oyster.14_gape","tactile",2023-09-30,10,0.0354717746022094,14,0
"oyster.14_gape","tactile",2023-09-30,11,0.0367676767676768,14,0
"oyster.14_gape","tactile",2023-09-30,12,0.274669774669775,14,0.3
"oyster.14_gape","tactile",2023-09-30,13,0.821818181818182,14,0.8
"oyster.14_gape","tactile",2023-09-30,14,0.835410965845748,14,0.8
"oyster.14_gape","tactile",2023-09-30,15,0.888585858585859,14,0.9
"oyster.14_gape","tactile",2023-09-30,16,0.907777777777778,14,0.9
"oyster.14_gape","tactile",2023-09-30,17,0.939292591466505,14,0.9
"oyster.14_gape","tactile",2023-09-30,18,0.535050505050505,14,0.5
"oyster.14_gape","tactile",2023-09-30,19,0.290000000000001,14,0.3
"oyster.14_gape","tactile",2023-09-30,20,0.847474747474747,14,0.8
"oyster.14_gape","tactile",2023-09-30,21,0.856795378534509,14,0.9
"oyster.14_gape","tactile",2023-09-30,22,0.574949494949495,14,0.6
"oyster.14_gape","tactile",2023-09-30,23,0.115050505050505,14,0.1
"oyster.14_gape","tactile",2023-10-01,0,0.57675,14,0.6
"oyster.14_gape","tactile",2023-10-01,1,0.666304347826087,14,0.7
"oyster.14_gape","tactile",2023-10-01,2,0.6415,14,0.6
"oyster.14_gape","tactile",2023-10-01,3,0.580416666666667,14,0.6
"oyster.14_gape","tactile",2023-10-01,4,0.0339166666666667,14,0
"oyster.14_gape","tactile",2023-10-01,5,0.0339464882943144,14,0
"oyster.14_gape","tactile",2023-10-01,6,0.03375,14,0
"oyster.14_gape","tactile",2023-10-01,7,0.0319166666666667,14,0
"oyster.14_gape","tactile",2023-10-01,8,0.0293333333333333,14,0
"oyster.14_gape","tactile",2023-10-01,9,0.157190635451505,14,0.2
"oyster.14_gape","tactile",2023-10-01,10,0.6765,14,0.7
"oyster.14_gape","tactile",2023-10-01,11,0.42975,14,0.4
"oyster.14_gape","tactile",2023-10-01,12,0.154083333333333,14,0.2
"oyster.14_gape","tactile",2023-10-01,13,0.473767605633803,14,0.5
"oyster.14_gape","tactile",2023-10-01,14,0.852916666666667,14,0.9
"oyster.14_gape","tactile",2023-10-01,15,0.867666666666667,14,0.9
"oyster.14_gape","tactile",2023-10-01,16,0.894314381270903,14,0.9
"oyster.14_gape","tactile",2023-10-01,17,0.936,14,0.9
"oyster.14_gape","tactile",2023-10-01,18,0.875083333333333,14,0.9
"oyster.14_gape","tactile",2023-10-01,19,0.521666666666667,14,0.5
"oyster.14_gape","tactile",2023-10-01,20,0.940133779264214,14,0.9
"oyster.14_gape","tactile",2023-10-01,21,0.872166666666667,14,0.9
"oyster.14_gape","tactile",2023-10-01,22,0.289166666666667,14,0.3
"oyster.14_gape","tactile",2023-10-01,23,0.2445,14,0.2
"oyster.14_gape","tactile",2023-10-02,0,0.835944375990142,14,0.8
"oyster.14_gape","tactile",2023-10-02,1,0.926578947368421,14,0.9
"oyster.14_gape","tactile",2023-10-02,2,0.876052631578947,14,0.9
"oyster.14_gape","tactile",2023-10-02,3,0.822982456140351,14,0.8
"oyster.14_gape","tactile",2023-10-02,4,0.806460130258757,14,0.8
"oyster.14_gape","tactile",2023-10-02,5,0.285964912280702,14,0.3
"oyster.14_gape","tactile",2023-10-02,6,0.159736842105263,14,0.2
"oyster.14_gape","tactile",2023-10-02,7,0.160438596491228,14,0.2
"oyster.14_gape","tactile",2023-10-02,8,0.175497271607111,14,0.2
"oyster.14_gape","tactile",2023-10-02,9,0.213421052631579,14,0.2
"oyster.14_gape","tactile",2023-10-02,10,0.235294117647059,14,0.2
"oyster.14_gape","tactile",2023-10-02,11,0.22343594836147,14,0.2
"oyster.14_gape","tactile",2023-10-02,12,0.565175438596491,14,0.6
"oyster.14_gape","tactile",2023-10-02,13,0.966754385964912,14,1
"oyster.14_gape","tactile",2023-10-02,14,0.964736842105263,14,1
"oyster.14_gape","tactile",2023-10-02,15,0.948776623833832,14,0.9
"oyster.14_gape","tactile",2023-10-02,16,0.969912280701754,14,1
"oyster.14_gape","tactile",2023-10-02,17,0.941929824561404,14,0.9
"oyster.14_gape","tactile",2023-10-02,18,0.740450624889984,14,0.7
"oyster.14_gape","tactile",2023-10-02,19,0.0808771929824561,14,0.1
"oyster.14_gape","tactile",2023-10-02,20,0.0368421052631579,14,0
"oyster.14_gape","tactile",2023-10-02,21,0.109035087719298,14,0.1
"oyster.14_gape","tactile",2023-10-02,22,0.758933286393241,14,0.8
"oyster.14_gape","tactile",2023-10-02,23,0.769736842105263,14,0.8
"oyster.14_gape","tactile",2023-10-03,0,0.788738738738739,14,0.8
"oyster.14_gape","tactile",2023-10-03,1,0.823243243243243,14,0.8
"oyster.14_gape","tactile",2023-10-03,2,0.826990870469131,14,0.8
"oyster.14_gape","tactile",2023-10-03,3,0.803333333333333,14,0.8
"oyster.14_gape","tactile",2023-10-03,4,0.816126126126126,14,0.8
"oyster.14_gape","tactile",2023-10-03,5,0.813063063063063,14,0.8
"oyster.14_gape","tactile",2023-10-03,6,0.758474193256802,14,0.8
"oyster.14_gape","tactile",2023-10-03,7,0.0540540540540541,14,0.1
"oyster.14_gape","tactile",2023-10-03,8,0.0297297297297297,14,0
"oyster.14_gape","tactile",2023-10-03,9,0.336762899262899,14,0.3
"oyster.14_gape","tactile",2023-10-03,10,0.821838560968996,14,0.8
"oyster.14_gape","tactile",2023-10-03,11,0.815135135135135,14,0.8
"oyster.14_gape","tactile",2023-10-03,12,0.875495495495496,14,0.9
"oyster.14_gape","tactile",2023-10-03,13,0.882072072072072,14,0.9
"oyster.14_gape","tactile",2023-10-03,14,0.909247039681822,14,0.9
"oyster.14_gape","tactile",2023-10-03,15,0.932522522522523,14,0.9
"oyster.14_gape","tactile",2023-10-03,16,0.883423423423423,14,0.9
"oyster.14_gape","tactile",2023-10-03,17,0.917834222182048,14,0.9
"oyster.14_gape","tactile",2023-10-03,18,0.960540540540541,14,1
"oyster.14_gape","tactile",2023-10-03,19,0.894144144144144,14,0.9
"oyster.14_gape","tactile",2023-10-03,20,0.931531531531532,14,0.9
"oyster.14_gape","tactile",2023-10-03,21,0.944409292235379,14,0.9
"oyster.14_gape","tactile",2023-10-03,22,0.454684684684685,14,0.5
"oyster.14_gape","tactile",2023-10-03,23,0.166486486486487,14,0.2
"oyster.14_gape","tactile",2023-10-04,0,0.130624092888244,14,0.1
"oyster.14_gape","tactile",2023-10-04,1,0.489433962264151,14,0.5
"oyster.14_gape","tactile",2023-10-04,2,0.0469811320754717,14,0
"oyster.14_gape","tactile",2023-10-04,3,0.0271698113207547,14,0
"oyster.14_gape","tactile",2023-10-04,4,0.0545213605098755,14,0.1
"oyster.14_gape","tactile",2023-10-04,5,0.437610062893082,14,0.4
"oyster.14_gape","tactile",2023-10-04,6,0.452767295597484,14,0.5
"oyster.14_gape","tactile",2023-10-04,7,0.471823899371069,14,0.5
"oyster.14_gape","tactile",2023-10-04,8,0.466776045939295,14,0.5
"oyster.14_gape","tactile",2023-10-04,9,0.482517482517482,14,0.5
"oyster.14_gape","tactile",2023-10-04,10,0.694543600203978,14,0.7
"oyster.14_gape","tactile",2023-10-04,11,0.743081761006289,14,0.7
"oyster.14_gape","tactile",2023-10-04,12,0.772566852178634,14,0.8
"oyster.14_gape","tactile",2023-10-04,13,0.865322055953156,14,0.9
"oyster.14_gape","tactile",2023-10-04,14,0.707610062893082,14,0.7
"oyster.14_gape","tactile",2023-10-04,15,0.726320439199849,14,0.7
"oyster.14_gape","tactile",2023-10-04,16,0.742201257861635,14,0.7
"oyster.14_gape","tactile",2023-10-04,17,0.723270440251572,14,0.7
"oyster.14_gape","tactile",2023-10-04,18,0.709937106918239,14,0.7
"oyster.14_gape","tactile",2023-10-04,19,0.6707263204392,14,0.7
"oyster.14_gape","tactile",2023-10-04,20,0.71748427672956,14,0.7
"oyster.14_gape","tactile",2023-10-04,21,0.0648427672955975,14,0.1
"oyster.14_gape","tactile",2023-10-04,22,0.348772638354263,14,0.3
"oyster.14_gape","tactile",2023-10-04,23,0.0988679245283019,14,0.1
"oyster.14_gape","tactile",2023-10-05,0,0.102444444444444,14,0.1
"oyster.14_gape","tactile",2023-10-05,1,0.101555555555556,14,0.1
"oyster.14_gape","tactile",2023-10-05,2,0.10133779264214,14,0.1
"oyster.14_gape","tactile",2023-10-05,3,0.1,14,0.1
"oyster.14_gape","tactile",2023-10-05,4,0.100444444444444,14,0.1
"oyster.14_gape","tactile",2023-10-05,5,0.631666666666667,14,0.6
"oyster.14_gape","tactile",2023-10-05,6,0.873467112597547,14,0.9
"oyster.14_gape","tactile",2023-10-05,7,0.948888888888889,14,0.9
"oyster.14_gape","tactile",2023-10-05,8,0.901888888888889,14,0.9
"oyster.14_gape","tactile",2023-10-05,9,0.853169734151329,14,0.9
"oyster.14_gape","tactile",2023-10-05,10,0.856768558951965,14,0.9
"oyster.14_gape","tactile",2023-10-05,11,0.87,14,0.9
"oyster.14_gape","tactile",2023-10-05,12,0.867888888888889,14,0.9
"oyster.14_gape","tactile",2023-10-05,13,0.851170568561873,14,0.9
"oyster.14_gape","tactile",2023-10-05,14,0.893333333333333,14,0.9
"oyster.14_gape","tactile",2023-10-05,15,0.872888888888889,14,0.9
"oyster.14_gape","tactile",2023-10-05,16,0.913111111111111,14,0.9
"oyster.14_gape","tactile",2023-10-05,17,0.922742474916388,14,0.9
"oyster.14_gape","tactile",2023-10-05,18,0.945222222222222,14,0.9
"oyster.14_gape","tactile",2023-10-05,19,0.806444444444445,14,0.8
"oyster.14_gape","tactile",2023-10-05,20,0.415666666666666,14,0.4
"oyster.14_gape","tactile",2023-10-05,21,0.0289855072463768,14,0
"oyster.14_gape","tactile",2023-10-05,22,0.0275555555555556,14,0
"oyster.14_gape","tactile",2023-10-05,23,0.0283333333333333,14,0
"oyster.14_gape","tactile",2023-10-06,0,0.0196002177801976,14,0
"oyster.14_gape","tactile",2023-10-06,1,0.0204651162790698,14,0
"oyster.14_gape","tactile",2023-10-06,2,0.0187596899224806,14,0
"oyster.14_gape","tactile",2023-10-06,3,0.0172093023255814,14,0
"oyster.14_gape","tactile",2023-10-06,4,0.0164112934588162,14,0
"oyster.14_gape","tactile",2023-10-06,5,0.378682170542636,14,0.4
"oyster.14_gape","tactile",2023-10-06,6,0.432868217054263,14,0.4
"oyster.14_gape","tactile",2023-10-06,7,0.0596124031007752,14,0.1
"oyster.14_gape","tactile",2023-10-06,8,0.051489460994011,14,0.1
"oyster.14_gape","tactile",2023-10-06,9,0.0533333333333333,14,0.1
"oyster.14_gape","tactile",2023-10-06,10,0.0589297809889366,14,0.1
"oyster.14_gape","tactile",2023-10-06,11,0.939198655085458,14,0.9
"oyster.14_gape","tactile",2023-10-06,12,0.967566306292292,14,1
"oyster.14_gape","tactile",2023-10-06,13,0.941395348837209,14,0.9
"oyster.14_gape","tactile",2023-10-06,14,0.952325581395349,14,1
"oyster.14_gape","tactile",2023-10-06,15,0.954421715796842,14,1
"oyster.14_gape","tactile",2023-10-06,16,0.517674418604651,14,0.5
"oyster.14_gape","tactile",2023-10-06,17,0.744341085271318,14,0.7
"oyster.14_gape","tactile",2023-10-06,18,0.95922480620155,14,1
"oyster.14_gape","tactile",2023-10-06,19,0.930699229991444,14,0.9
"oyster.14_gape","tactile",2023-10-06,20,0.925116279069767,14,0.9
"oyster.14_gape","tactile",2023-10-06,21,0.953953488372093,14,1
"oyster.14_gape","tactile",2023-10-06,22,0.749767441860465,14,0.7
"oyster.14_gape","tactile",2023-10-06,23,0.374115267947422,14,0.4
"oyster.14_gape","tactile",2023-10-07,0,0.309401709401709,14,0.3
"oyster.14_gape","tactile",2023-10-07,1,0.312051282051282,14,0.3
"oyster.14_gape","tactile",2023-10-07,2,0.560157790927021,14,0.6
"oyster.14_gape","tactile",2023-10-07,3,0.943846153846154,14,0.9
