#,Date-Time (EST/EDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux)
11415,09/01/2023 22:20:00,21.10,0.00
11416,09/01/2023 22:30:00,21.02,0.00
11417,09/01/2023 22:40:00,20.98,0.00
11418,09/01/2023 22:50:00,20.98,0.00
11419,09/01/2023 23:00:00,20.80,0.00
11420,09/01/2023 23:10:00,20.80,0.00
11421,09/01/2023 23:20:00,20.72,0.00
11422,09/01/2023 23:30:00,20.72,0.00
11423,09/01/2023 23:40:00,20.72,0.00
11424,09/01/2023 23:50:00,20.68,0.00
11425,09/02/2023 00:00:00,20.68,0.00
11426,09/02/2023 00:10:00,20.72,0.00
11427,09/02/2023 00:20:00,20.68,0.00
11428,09/02/2023 00:30:00,20.63,0.00
11429,09/02/2023 00:40:00,20.63,0.00
11430,09/02/2023 00:50:00,20.59,0.00
11431,09/02/2023 01:00:00,20.55,0.00
11432,09/02/2023 01:10:00,20.50,0.00
11433,09/02/2023 01:20:00,20.42,0.00
11434,09/02/2023 01:30:00,20.37,0.00
11435,09/02/2023 01:40:00,20.29,0.00
11436,09/02/2023 01:50:00,20.25,0.00
11437,09/02/2023 02:00:00,20.16,0.00
11438,09/02/2023 02:10:00,19.99,0.00
11439,09/02/2023 02:20:00,19.90,0.00
11440,09/02/2023 02:30:00,19.86,0.00
11441,09/02/2023 02:40:00,19.73,0.00
11442,09/02/2023 02:50:00,19.65,0.00
11443,09/02/2023 03:00:00,19.56,0.00
11444,09/02/2023 03:10:00,19.47,0.00
11445,09/02/2023 03:20:00,19.43,0.00
11446,09/02/2023 03:30:00,19.39,0.00
11447,09/02/2023 03:40:00,19.39,0.00
11448,09/02/2023 03:50:00,19.39,0.00
11449,09/02/2023 04:00:00,19.39,0.00
11450,09/02/2023 04:10:00,19.43,0.00
11451,09/02/2023 04:20:00,19.47,0.00
11452,09/02/2023 04:30:00,19.47,0.00
11453,09/02/2023 04:40:00,19.60,0.00
11454,09/02/2023 04:50:00,19.69,0.00
11455,09/02/2023 05:00:00,19.77,0.00
11456,09/02/2023 05:10:00,19.86,0.00
11457,09/02/2023 05:20:00,19.86,0.00
11458,09/02/2023 05:30:00,19.95,0.00
11459,09/02/2023 05:40:00,19.90,0.00
11460,09/02/2023 05:50:00,19.95,0.21
11461,09/02/2023 06:00:00,19.95,2.38
11462,09/02/2023 06:10:00,19.95,6.95
11463,09/02/2023 06:20:00,19.95,14.81
11464,09/02/2023 06:30:00,19.95,30.97
11465,09/02/2023 06:40:00,19.99,51.06
11466,09/02/2023 06:50:00,19.95,78.52
11467,09/02/2023 07:00:00,19.95,115.12
11468,09/02/2023 07:10:00,19.99,158.88
11469,09/02/2023 07:20:00,19.99,205.92
11470,09/02/2023 07:30:00,20.03,252.96
11471,09/02/2023 07:40:00,20.03,299.28
11472,09/02/2023 07:50:00,20.07,365.60
11473,09/02/2023 08:00:00,20.07,424.96
11474,09/02/2023 08:10:00,20.16,952.96
11475,09/02/2023 08:20:00,20.29,1282.24
11476,09/02/2023 08:30:00,20.37,1617.28
11477,09/02/2023 08:40:00,20.37,1825.92
11478,09/02/2023 08:50:00,20.46,2003.20
11479,09/02/2023 09:00:00,20.33,617.28
11480,09/02/2023 09:10:00,20.33,681.60
11481,09/02/2023 09:20:00,20.42,737.60
11482,09/02/2023 09:30:00,20.50,2900.48
11483,09/02/2023 09:40:00,20.42,850.24
11484,09/02/2023 09:50:00,20.59,1541.76
11485,09/02/2023 10:00:00,20.50,588.64
11486,09/02/2023 10:10:00,20.42,575.20
11487,09/02/2023 10:20:00,20.50,772.80
11488,09/02/2023 10:30:00,20.59,1707.52
11489,09/02/2023 10:40:00,20.59,1678.72
11490,09/02/2023 10:50:00,20.63,1592.32
11491,09/02/2023 11:00:00,20.63,1454.72
11492,09/02/2023 11:10:00,20.63,1239.68
11493,09/02/2023 11:20:00,20.59,722.88
11494,09/02/2023 11:30:00,20.50,658.24
11495,09/02/2023 11:40:00,20.59,1289.92
11496,09/02/2023 11:50:00,20.55,1793.28
11497,09/02/2023 12:00:00,20.50,2008.32
11498,09/02/2023 12:10:00,20.50,2753.28
11499,09/02/2023 12:20:00,20.50,3075.84
11500,09/02/2023 12:30:00,20.55,3568.64
11501,09/02/2023 12:40:00,20.46,2524.80
11502,09/02/2023 12:50:00,20.46,2209.28
11503,09/02/2023 13:00:00,20.46,2543.36
11504,09/02/2023 13:10:00,20.46,1395.84
11505,09/02/2023 13:20:00,20.46,954.56
11506,09/02/2023 13:30:00,20.37,921.60
11507,09/02/2023 13:40:00,20.42,1850.24
11508,09/02/2023 13:50:00,20.46,1575.68
11509,09/02/2023 14:00:00,20.37,1320.96
11510,09/02/2023 14:10:00,20.33,1262.40
11511,09/02/2023 14:20:00,20.29,841.28
11512,09/02/2023 14:30:00,20.29,786.88
11513,09/02/2023 14:40:00,20.29,933.76
11514,09/02/2023 14:50:00,20.20,1034.24
11515,09/02/2023 15:00:00,20.20,901.76
11516,09/02/2023 15:10:00,20.03,494.72
11517,09/02/2023 15:20:00,19.99,976.32
11518,09/02/2023 15:30:00,19.90,446.56
11519,09/02/2023 15:40:00,19.82,468.64
11520,09/02/2023 15:50:00,19.73,512.80
11521,09/02/2023 16:00:00,19.73,971.20
11522,09/02/2023 16:10:00,19.73,1160.96
11523,09/02/2023 16:20:00,19.69,1265.60
11524,09/02/2023 16:30:00,19.77,799.04
11525,09/02/2023 16:40:00,19.69,591.68
11526,09/02/2023 16:50:00,19.77,531.52
11527,09/02/2023 17:00:00,19.86,434.88
11528,09/02/2023 17:10:00,19.95,331.20
11529,09/02/2023 17:20:00,20.07,352.16
11530,09/02/2023 17:30:00,20.16,330.40
11531,09/02/2023 17:40:00,20.25,352.16
11532,09/02/2023 17:50:00,20.20,251.92
11533,09/02/2023 18:00:00,20.20,205.76
11534,09/02/2023 18:10:00,20.25,154.20
11535,09/02/2023 18:20:00,20.25,128.96
11536,09/02/2023 18:30:00,20.25,123.76
11537,09/02/2023 18:40:00,20.33,103.72
11538,09/02/2023 18:50:00,20.37,73.20
11539,09/02/2023 19:00:00,20.33,36.60
11540,09/02/2023 19:10:00,20.46,14.13
11541,09/02/2023 19:20:00,20.46,4.98
11542,09/02/2023 19:30:00,20.50,0.43
11543,09/02/2023 19:40:00,20.50,0.00
11544,09/02/2023 19:50:00,20.59,0.00
11545,09/02/2023 20:00:00,20.63,0.00
11546,09/02/2023 20:10:00,20.72,0.00
11547,09/02/2023 20:20:00,20.76,0.00
11548,09/02/2023 20:30:00,20.80,0.00
11549,09/02/2023 20:40:00,20.80,0.00
11550,09/02/2023 20:50:00,20.85,0.00
11551,09/02/2023 21:00:00,20.85,0.00
11552,09/02/2023 21:10:00,20.93,0.00
11553,09/02/2023 21:20:00,20.89,0.00
11554,09/02/2023 21:30:00,20.89,0.00
11555,09/02/2023 21:40:00,20.89,0.00
11556,09/02/2023 21:50:00,20.89,0.00
11557,09/02/2023 22:00:00,20.89,0.00
11558,09/02/2023 22:10:00,20.89,0.00
11559,09/02/2023 22:20:00,20.85,0.00
11560,09/02/2023 22:30:00,20.89,0.00
11561,09/02/2023 22:40:00,20.85,0.00
11562,09/02/2023 22:50:00,20.85,0.00
11563,09/02/2023 23:00:00,20.98,0.00
11564,09/02/2023 23:10:00,20.93,0.00
11565,09/02/2023 23:20:00,20.98,0.00
11566,09/02/2023 23:30:00,21.02,0.00
11567,09/02/2023 23:40:00,20.93,0.00
11568,09/02/2023 23:50:00,20.93,0.00
11569,09/03/2023 00:00:00,20.85,0.00
11570,09/03/2023 00:10:00,20.76,0.00
11571,09/03/2023 00:20:00,20.63,0.00
11572,09/03/2023 00:30:00,20.59,0.00
11573,09/03/2023 00:40:00,20.50,0.00
11574,09/03/2023 00:50:00,20.55,0.00
11575,09/03/2023 01:00:00,20.59,0.00
11576,09/03/2023 01:10:00,20.59,0.00
11577,09/03/2023 01:20:00,20.59,0.00
11578,09/03/2023 01:30:00,20.59,0.00
11579,09/03/2023 01:40:00,20.55,0.00
11580,09/03/2023 01:50:00,20.59,0.00
11581,09/03/2023 02:00:00,20.50,0.00
11582,09/03/2023 02:10:00,20.50,0.00
11583,09/03/2023 02:20:00,20.42,0.00
11584,09/03/2023 02:30:00,20.33,0.00
11585,09/03/2023 02:40:00,20.25,0.00
11586,09/03/2023 02:50:00,20.25,0.00
11587,09/03/2023 03:00:00,20.20,0.00
11588,09/03/2023 03:10:00,20.16,0.00
11589,09/03/2023 03:20:00,20.07,0.00
11590,09/03/2023 03:30:00,19.99,0.00
11591,09/03/2023 03:40:00,19.86,0.00
11592,09/03/2023 03:50:00,19.82,0.00
11593,09/03/2023 04:00:00,19.69,0.00
11594,09/03/2023 04:10:00,19.65,0.00
11595,09/03/2023 04:20:00,19.65,0.00
11596,09/03/2023 04:30:00,19.56,0.00
11597,09/03/2023 04:40:00,19.56,0.00
11598,09/03/2023 04:50:00,19.56,0.00
11599,09/03/2023 05:00:00,19.56,0.00
11600,09/03/2023 05:10:00,19.60,0.00
11601,09/03/2023 05:20:00,19.60,0.00
11602,09/03/2023 05:30:00,19.65,0.00
11603,09/03/2023 05:40:00,19.77,0.00
11604,09/03/2023 05:50:00,19.90,0.21
11605,09/03/2023 06:00:00,19.90,2.81
11606,09/03/2023 06:10:00,19.95,9.12
11607,09/03/2023 06:20:00,20.07,19.60
11608,09/03/2023 06:30:00,20.03,34.38
11609,09/03/2023 06:40:00,20.07,68.00
11610,09/03/2023 06:50:00,20.07,77.64
11611,09/03/2023 07:00:00,20.12,85.44
11612,09/03/2023 07:10:00,20.12,112.40
11613,09/03/2023 07:20:00,20.20,164.72
11614,09/03/2023 07:30:00,20.20,163.00
11615,09/03/2023 07:40:00,20.33,536.64
11616,09/03/2023 07:50:00,20.33,643.68
11617,09/03/2023 08:00:00,20.37,941.76
11618,09/03/2023 08:10:00,20.42,1909.12
11619,09/03/2023 08:20:00,20.55,2762.24
11620,09/03/2023 08:30:00,20.63,3225.60
11621,09/03/2023 08:40:00,20.68,3397.12
11622,09/03/2023 08:50:00,20.68,3532.80
11623,09/03/2023 09:00:00,20.55,775.36
11624,09/03/2023 09:10:00,20.59,1081.28
11625,09/03/2023 09:20:00,20.63,873.60
11626,09/03/2023 09:30:00,20.85,3274.24
11627,09/03/2023 09:40:00,20.68,993.60
11628,09/03/2023 09:50:00,20.89,1418.24
11629,09/03/2023 10:00:00,20.68,600.80
11630,09/03/2023 10:10:00,20.76,591.68
11631,09/03/2023 10:20:00,20.80,813.44
11632,09/03/2023 10:30:00,20.80,1653.76
11633,09/03/2023 10:40:00,20.85,1741.44
11634,09/03/2023 10:50:00,20.85,1710.72
11635,09/03/2023 11:00:00,20.89,1600.64
11636,09/03/2023 11:10:00,20.98,1384.96
11637,09/03/2023 11:20:00,21.02,821.76
11638,09/03/2023 11:30:00,21.06,840.32
11639,09/03/2023 11:40:00,21.06,1757.44
11640,09/03/2023 11:50:00,21.15,2562.56
11641,09/03/2023 12:00:00,21.15,2999.04
11642,09/03/2023 12:10:00,21.06,4380.16
11643,09/03/2023 12:20:00,21.06,5073.92
11644,09/03/2023 12:30:00,20.98,5642.24
11645,09/03/2023 12:40:00,20.98,4599.04
11646,09/03/2023 12:50:00,20.80,4172.80
11647,09/03/2023 13:00:00,20.76,3767.04
11648,09/03/2023 13:10:00,20.76,2389.12
11649,09/03/2023 13:20:00,20.68,1388.80
11650,09/03/2023 13:30:00,20.68,1283.84
11651,09/03/2023 13:40:00,20.76,2927.36
11652,09/03/2023 13:50:00,20.85,3514.88
11653,09/03/2023 14:00:00,20.76,2025.60
11654,09/03/2023 14:10:00,20.72,1847.04
11655,09/03/2023 14:20:00,20.72,1056.96
11656,09/03/2023 14:30:00,20.68,1091.52
11657,09/03/2023 14:40:00,20.68,1608.96
11658,09/03/2023 14:50:00,20.63,1263.04
11659,09/03/2023 15:00:00,20.59,1304.64
11660,09/03/2023 15:10:00,20.55,1167.68
11661,09/03/2023 15:20:00,20.46,616.80
11662,09/03/2023 15:30:00,20.33,276.32
11663,09/03/2023 15:40:00,20.29,849.92
11664,09/03/2023 15:50:00,20.25,593.44
11665,09/03/2023 16:00:00,20.12,408.48
11666,09/03/2023 16:10:00,19.99,284.40
11667,09/03/2023 16:20:00,19.95,190.16
11668,09/03/2023 16:30:00,19.82,178.00
11669,09/03/2023 16:40:00,19.73,136.00
11670,09/03/2023 16:50:00,19.69,136.88
11671,09/03/2023 17:00:00,19.65,114.24
11672,09/03/2023 17:10:00,19.65,106.32
11673,09/03/2023 17:20:00,19.69,96.80
11674,09/03/2023 17:30:00,19.73,90.64
11675,09/03/2023 17:40:00,19.82,88.88
11676,09/03/2023 17:50:00,19.90,76.78
11677,09/03/2023 18:00:00,20.03,63.68
11678,09/03/2023 18:10:00,20.16,49.26
11679,09/03/2023 18:20:00,20.33,40.93
11680,09/03/2023 18:30:00,20.33,27.02
11681,09/03/2023 18:40:00,20.42,20.03
11682,09/03/2023 18:50:00,20.46,14.78
11683,09/03/2023 19:00:00,20.37,7.79
11684,09/03/2023 19:10:00,20.46,3.68
11685,09/03/2023 19:20:00,20.46,0.64
11686,09/03/2023 19:30:00,20.50,0.00
11687,09/03/2023 19:40:00,20.50,0.00
11688,09/03/2023 19:50:00,20.55,0.00
11689,09/03/2023 20:00:00,20.63,0.00
11690,09/03/2023 20:10:00,20.68,0.00
11691,09/03/2023 20:20:00,20.76,0.00
11692,09/03/2023 20:30:00,20.76,0.00
11693,09/03/2023 20:40:00,20.80,0.00
11694,09/03/2023 20:50:00,20.89,0.00
11695,09/03/2023 21:00:00,20.93,0.00
11696,09/03/2023 21:10:00,20.98,0.00
11697,09/03/2023 21:20:00,21.02,0.00
11698,09/03/2023 21:30:00,21.15,0.00
11699,09/03/2023 21:40:00,21.19,0.00
11700,09/03/2023 21:50:00,21.28,0.00
11701,09/03/2023 22:00:00,21.28,0.00
11702,09/03/2023 22:10:00,21.23,0.00
11703,09/03/2023 22:20:00,21.28,0.00
11704,09/03/2023 22:30:00,21.28,0.00
11705,09/03/2023 22:40:00,21.28,0.00
11706,09/03/2023 22:50:00,21.23,0.00
11707,09/03/2023 23:00:00,21.23,0.00
11708,09/03/2023 23:10:00,21.23,0.00
11709,09/03/2023 23:20:00,21.23,0.00
11710,09/03/2023 23:30:00,21.28,0.00
11711,09/03/2023 23:40:00,21.23,0.00
11712,09/03/2023 23:50:00,21.36,0.00
11713,09/04/2023 00:00:00,21.40,0.00
11714,09/04/2023 00:10:00,21.40,0.00
11715,09/04/2023 00:20:00,21.32,0.00
11716,09/04/2023 00:30:00,21.28,0.00
11717,09/04/2023 00:40:00,21.23,0.00
11718,09/04/2023 00:50:00,21.02,0.00
11719,09/04/2023 01:00:00,20.98,0.00
11720,09/04/2023 01:10:00,20.89,0.00
11721,09/04/2023 01:20:00,20.85,0.00
11722,09/04/2023 01:30:00,20.85,0.00
11723,09/04/2023 01:40:00,20.80,0.00
11724,09/04/2023 01:50:00,20.89,0.00
11725,09/04/2023 02:00:00,20.89,0.00
11726,09/04/2023 02:10:00,20.98,0.00
11727,09/04/2023 02:20:00,20.93,0.00
11728,09/04/2023 02:30:00,20.98,0.00
11729,09/04/2023 02:40:00,20.89,0.00
11730,09/04/2023 02:50:00,20.85,0.00
11731,09/04/2023 03:00:00,20.76,0.00
11732,09/04/2023 03:10:00,20.72,0.00
11733,09/04/2023 03:20:00,20.63,0.00
11734,09/04/2023 03:30:00,20.59,0.00
11735,09/04/2023 03:40:00,20.50,0.00
11736,09/04/2023 03:50:00,20.42,0.00
11737,09/04/2023 04:00:00,20.37,0.00
11738,09/04/2023 04:10:00,20.25,0.00
11739,09/04/2023 04:20:00,20.20,0.00
11740,09/04/2023 04:30:00,20.07,0.00
11741,09/04/2023 04:40:00,19.99,0.00
11742,09/04/2023 04:50:00,19.95,0.00
11743,09/04/2023 05:00:00,19.77,0.00
11744,09/04/2023 05:10:00,19.73,0.00
11745,09/04/2023 05:20:00,19.69,0.00
11746,09/04/2023 05:30:00,19.65,0.00
11747,09/04/2023 05:40:00,19.60,0.00
11748,09/04/2023 05:50:00,19.69,0.00
11749,09/04/2023 06:00:00,19.69,0.64
11750,09/04/2023 06:10:00,19.77,4.33
11751,09/04/2023 06:20:00,19.86,11.75
11752,09/04/2023 06:30:00,19.95,20.90
11753,09/04/2023 06:40:00,20.12,29.67
11754,09/04/2023 06:50:00,20.20,45.38
11755,09/04/2023 07:00:00,20.25,76.88
11756,09/04/2023 07:10:00,20.33,104.72
11757,09/04/2023 07:20:00,20.37,128.32
11758,09/04/2023 07:30:00,20.42,156.16
11759,09/04/2023 07:40:00,20.50,193.84
11760,09/04/2023 07:50:00,20.55,241.68
11761,09/04/2023 08:00:00,20.59,303.68
11762,09/04/2023 08:10:00,20.68,795.52
11763,09/04/2023 08:20:00,20.80,1101.12
11764,09/04/2023 08:30:00,20.85,1203.20
11765,09/04/2023 08:40:00,20.89,1382.40
11766,09/04/2023 08:50:00,20.85,1037.12
11767,09/04/2023 09:00:00,20.85,362.08
11768,09/04/2023 09:10:00,20.85,497.28
11769,09/04/2023 09:20:00,20.85,453.44
11770,09/04/2023 09:30:00,21.02,1400.96
11771,09/04/2023 09:40:00,21.02,433.60
11772,09/04/2023 09:50:00,21.15,757.12
11773,09/04/2023 10:00:00,21.06,294.80
11774,09/04/2023 10:10:00,21.15,285.92
11775,09/04/2023 10:20:00,21.19,360.96
11776,09/04/2023 10:30:00,21.28,649.76
11777,09/04/2023 10:40:00,21.28,636.80
11778,09/04/2023 10:50:00,21.36,598.24
11779,09/04/2023 11:00:00,21.36,553.12
11780,09/04/2023 11:10:00,21.36,516.32
11781,09/04/2023 11:20:00,21.36,344.32
11782,09/04/2023 11:30:00,21.45,372.32
11783,09/04/2023 11:40:00,21.45,762.24
11784,09/04/2023 11:50:00,21.53,1076.80
11785,09/04/2023 12:00:00,21.53,1327.36
11786,09/04/2023 12:10:00,21.66,1864.32
11787,09/04/2023 12:20:00,21.83,1926.40
11788,09/04/2023 12:30:00,21.88,2021.76
11789,09/04/2023 12:40:00,21.79,1601.92
11790,09/04/2023 12:50:00,21.70,1543.04
11791,09/04/2023 13:00:00,21.58,1397.12
11792,09/04/2023 13:10:00,21.36,963.20
11793,09/04/2023 13:20:00,21.32,683.84
11794,09/04/2023 13:30:00,21.23,526.72
11795,09/04/2023 13:40:00,21.15,1227.52
11796,09/04/2023 13:50:00,21.10,1803.52
11797,09/04/2023 14:00:00,21.15,1610.24
11798,09/04/2023 14:10:00,20.98,433.60
11799,09/04/2023 14:20:00,21.02,601.28
11800,09/04/2023 14:30:00,21.02,643.20
11801,09/04/2023 14:40:00,21.10,943.36
11802,09/04/2023 14:50:00,21.06,752.32
11803,09/04/2023 15:00:00,21.06,780.16
11804,09/04/2023 15:10:00,21.06,743.36
11805,09/04/2023 15:20:00,21.02,731.84
11806,09/04/2023 15:30:00,20.93,645.92
11807,09/04/2023 15:40:00,20.85,500.32
11808,09/04/2023 15:50:00,20.76,522.88
11809,09/04/2023 16:00:00,20.68,354.08
11810,09/04/2023 16:10:00,20.59,253.84
11811,09/04/2023 16:20:00,20.46,199.68
11812,09/04/2023 16:30:00,20.37,169.12
11813,09/04/2023 16:40:00,20.29,149.00
11814,09/04/2023 16:50:00,20.16,134.16
11815,09/04/2023 17:00:00,20.07,127.24
11816,09/04/2023 17:10:00,19.99,120.32
11817,09/04/2023 17:20:00,19.86,111.52
11818,09/04/2023 17:30:00,19.77,107.20
11819,09/04/2023 17:40:00,19.77,108.08
11820,09/04/2023 17:50:00,19.73,98.52
11821,09/04/2023 18:00:00,19.73,80.24
11822,09/04/2023 18:10:00,19.77,64.06
11823,09/04/2023 18:20:00,19.73,53.16
11824,09/04/2023 18:30:00,19.82,40.50
11825,09/04/2023 18:40:00,19.95,31.35
11826,09/04/2023 18:50:00,20.12,22.63
11827,09/04/2023 19:00:00,20.33,14.35
11828,09/04/2023 19:10:00,20.46,6.93
11829,09/04/2023 19:20:00,20.50,1.94
11830,09/04/2023 19:30:00,20.55,0.00
11831,09/04/2023 19:40:00,20.55,0.00
11832,09/04/2023 19:50:00,20.63,0.00
11833,09/04/2023 20:00:00,20.59,0.00
11834,09/04/2023 20:10:00,20.68,0.00
11835,09/04/2023 20:20:00,20.68,0.00
11836,09/04/2023 20:30:00,20.72,0.00
11837,09/04/2023 20:40:00,20.85,0.00
11838,09/04/2023 20:50:00,20.89,0.00
11839,09/04/2023 21:00:00,20.93,0.00
11840,09/04/2023 21:10:00,21.02,0.00
11841,09/04/2023 21:20:00,21.06,0.00
11842,09/04/2023 21:30:00,21.10,0.00
11843,09/04/2023 21:40:00,21.15,0.00
11844,09/04/2023 21:50:00,21.15,0.00
11845,09/04/2023 22:00:00,21.23,0.00
11846,09/04/2023 22:10:00,21.32,0.00
11847,09/04/2023 22:20:00,21.32,0.00
11848,09/04/2023 22:30:00,21.36,0.00
11849,09/04/2023 22:40:00,21.45,0.00
11850,09/04/2023 22:50:00,21.53,0.00
11851,09/04/2023 23:00:00,21.58,0.00
11852,09/04/2023 23:10:00,21.62,0.00
11853,09/04/2023 23:20:00,21.66,0.00
11854,09/04/2023 23:30:00,21.66,0.00
11855,09/04/2023 23:40:00,21.70,0.00
11856,09/04/2023 23:50:00,21.66,0.00
11857,09/05/2023 00:00:00,21.75,0.00
11858,09/05/2023 00:10:00,21.66,0.00
11859,09/05/2023 00:20:00,21.70,0.00
11860,09/05/2023 00:30:00,21.62,0.00
11861,09/05/2023 00:40:00,21.75,0.00
11862,09/05/2023 00:50:00,21.83,0.00
11863,09/05/2023 01:00:00,21.83,0.00
11864,09/05/2023 01:10:00,21.83,0.00
11865,09/05/2023 01:20:00,21.75,0.00
11866,09/05/2023 01:30:00,21.66,0.00
11867,09/05/2023 01:40:00,21.49,0.00
11868,09/05/2023 01:50:00,21.40,0.00
11869,09/05/2023 02:00:00,21.28,0.00
11870,09/05/2023 02:10:00,21.23,0.00
11871,09/05/2023 02:20:00,21.15,0.00
11872,09/05/2023 02:30:00,21.10,0.00
11873,09/05/2023 02:40:00,21.15,0.00
11874,09/05/2023 02:50:00,21.06,0.00
11875,09/05/2023 03:00:00,21.10,0.00
11876,09/05/2023 03:10:00,21.10,0.00
11877,09/05/2023 03:20:00,21.10,0.00
11878,09/05/2023 03:30:00,21.06,0.00
11879,09/05/2023 03:40:00,21.06,0.00
11880,09/05/2023 03:50:00,21.02,0.00
11881,09/05/2023 04:00:00,20.98,0.00
11882,09/05/2023 04:10:00,20.85,0.00
11883,09/05/2023 04:20:00,20.80,0.00
11884,09/05/2023 04:30:00,20.76,0.00
11885,09/05/2023 04:40:00,20.68,0.00
11886,09/05/2023 04:50:00,20.59,0.00
11887,09/05/2023 05:00:00,20.55,0.00
11888,09/05/2023 05:10:00,20.46,0.00
11889,09/05/2023 05:20:00,20.37,0.00
11890,09/05/2023 05:30:00,20.29,0.00
11891,09/05/2023 05:40:00,20.25,0.00
11892,09/05/2023 05:50:00,20.12,0.00
11893,09/05/2023 06:00:00,19.99,1.51
11894,09/05/2023 06:10:00,19.99,6.06
11895,09/05/2023 06:20:00,19.90,17.00
11896,09/05/2023 06:30:00,19.95,27.88
11897,09/05/2023 06:40:00,19.99,50.56
11898,09/05/2023 06:50:00,19.99,96.80
11899,09/05/2023 07:00:00,20.07,159.64
11900,09/05/2023 07:10:00,20.07,232.16
11901,09/05/2023 07:20:00,20.20,307.12
11902,09/05/2023 07:30:00,20.46,374.24
11903,09/05/2023 07:40:00,20.55,456.16
11904,09/05/2023 07:50:00,20.63,549.76
11905,09/05/2023 08:00:00,20.72,689.92
11906,09/05/2023 08:10:00,20.85,1536.00
11907,09/05/2023 08:20:00,20.93,2174.72
11908,09/05/2023 08:30:00,21.06,2439.68
11909,09/05/2023 08:40:00,21.10,2709.76
11910,09/05/2023 08:50:00,21.15,2974.72
11911,09/05/2023 09:00:00,20.98,910.40
11912,09/05/2023 09:10:00,21.02,956.48
11913,09/05/2023 09:20:00,21.06,1327.36
11914,09/05/2023 09:30:00,21.19,1950.72
11915,09/05/2023 09:40:00,21.15,1150.40
11916,09/05/2023 09:50:00,21.36,3150.08
11917,09/05/2023 10:00:00,21.19,800.96
11918,09/05/2023 10:10:00,21.15,793.92
11919,09/05/2023 10:20:00,21.23,1069.12
11920,09/05/2023 10:30:00,21.40,2042.88
11921,09/05/2023 10:40:00,21.49,1987.20
11922,09/05/2023 10:50:00,21.53,1911.04
11923,09/05/2023 11:00:00,21.66,1881.60
11924,09/05/2023 11:10:00,21.66,1945.60
11925,09/05/2023 11:20:00,21.75,1021.44
11926,09/05/2023 11:30:00,21.79,1045.76
11927,09/05/2023 11:40:00,21.88,2226.56
11928,09/05/2023 11:50:00,21.96,3136.00
11929,09/05/2023 12:00:00,22.05,3426.56
11930,09/05/2023 12:10:00,22.05,6333.44
11931,09/05/2023 12:20:00,22.05,5854.72
11932,09/05/2023 12:30:00,22.01,4962.56
11933,09/05/2023 12:40:00,21.92,3877.12
11934,09/05/2023 12:50:00,22.01,3504.64
11935,09/05/2023 13:00:00,22.09,3297.28
11936,09/05/2023 13:10:00,22.09,2897.92
11937,09/05/2023 13:20:00,22.01,2305.92
11938,09/05/2023 13:30:00,21.88,1957.76
11939,09/05/2023 13:40:00,21.75,3345.92
11940,09/05/2023 13:50:00,21.75,4248.32
11941,09/05/2023 14:00:00,21.79,3722.24
11942,09/05/2023 14:10:00,21.70,1513.60
11943,09/05/2023 14:20:00,21.53,1591.04
11944,09/05/2023 14:30:00,21.36,1898.88
11945,09/05/2023 14:40:00,21.40,2988.80
11946,09/05/2023 14:50:00,21.36,2709.76
11947,09/05/2023 15:00:00,21.45,2890.24
11948,09/05/2023 15:10:00,21.45,2839.04
11949,09/05/2023 15:20:00,21.49,2881.28
11950,09/05/2023 15:30:00,21.49,2890.24
11951,09/05/2023 15:40:00,21.45,2228.48
11952,09/05/2023 15:50:00,21.40,1926.40
11953,09/05/2023 16:00:00,21.32,1317.76
11954,09/05/2023 16:10:00,21.23,954.56
11955,09/05/2023 16:20:00,21.10,583.04
11956,09/05/2023 16:30:00,21.06,434.08
11957,09/05/2023 16:40:00,20.98,332.00
11958,09/05/2023 16:50:00,20.93,291.92
11959,09/05/2023 17:00:00,20.76,267.44
11960,09/05/2023 17:10:00,20.72,238.00
11961,09/05/2023 17:20:00,20.63,209.20
11962,09/05/2023 17:30:00,20.50,191.84
11963,09/05/2023 17:40:00,20.37,192.72
11964,09/05/2023 17:50:00,20.29,170.00
11965,09/05/2023 18:00:00,20.12,128.12
11966,09/05/2023 18:10:00,20.07,95.84
11967,09/05/2023 18:20:00,19.99,67.52
11968,09/05/2023 18:30:00,19.99,47.92
11969,09/05/2023 18:40:00,19.99,35.68
11970,09/05/2023 18:50:00,19.95,24.36
11971,09/05/2023 19:00:00,19.99,13.70
11972,09/05/2023 19:10:00,20.03,6.06
11973,09/05/2023 19:20:00,20.16,1.29
11974,09/05/2023 19:30:00,20.29,0.00
11975,09/05/2023 19:40:00,20.42,0.00
11976,09/05/2023 19:50:00,20.55,0.00
11977,09/05/2023 20:00:00,20.72,0.00
11978,09/05/2023 20:10:00,20.76,0.00
11979,09/05/2023 20:20:00,20.76,0.00
11980,09/05/2023 20:30:00,20.89,0.00
11981,09/05/2023 20:40:00,20.89,0.00
11982,09/05/2023 20:50:00,20.85,0.00
11983,09/05/2023 21:00:00,20.98,0.00
11984,09/05/2023 21:10:00,21.06,0.00
11985,09/05/2023 21:20:00,21.06,0.00
11986,09/05/2023 21:30:00,21.10,0.00
11987,09/05/2023 21:40:00,21.19,0.00
11988,09/05/2023 21:50:00,21.23,0.00
11989,09/05/2023 22:00:00,21.32,0.00
11990,09/05/2023 22:10:00,21.32,0.00
